title,description,seller_rating,seller_completed_auctions,seller_cancel_rate,title_length,desc_length,num_positive_keywords,num_negative_keywords,start_price,start_price_log,duration_minutes,extension_seconds,start_hour,day_of_week,is_weekend,auto_approve
sony a6400 bao hanh,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem cao cap. co dac diem bao hanh. co hoa don. chat luong tot. ngoai hinh dep,4.19,100,0.269,19,138,4,0,36517850,17.41331,90,45,3,1,0,1
beats studio buds cao cap,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem cao cap. co dac diem day du phu kien. co dac diem fullbox. ho tro kiem tra. co the giao dich truc tiep. thong tin trung thuc. chat luong tot. mo ta chi tiet,3.82,198,0.397,25,230,4,1,32877936,17.30831,120,60,21,1,0,1
sony wh-1000xm5 nguyen seal mat phu kien,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem chinh hang. co dac diem dep. co dac diem nguyen seal. luu y mat phu kien. da su dung on dinh. thong tin trung thuc. co hoa don. hinh anh that. nguon goc ro rang,2.94,56,0.153,40,232,3,2,3112079,14.9508,60,60,13,1,0,0
hp spectre tot,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem tot. thong tin trung thuc. ngoai hinh dep. hinh anh that,4.8,5,0.361,14,121,2,1,6106756,15.62491,240,120,10,2,0,1
canon eos nguyen seal,san pham thuoc nhom camera. ten san pham canon eos. co dac diem nguyen seal. co dac diem dep. ngoai hinh dep. da su dung on dinh. mo ta chi tiet,2.16,41,0.41,21,144,2,0,22296730,16.91995,90,30,17,5,1,0
iphone 13 fullbox can sua,san pham thuoc nhom dien thoai. ten san pham iphone 13. co dac diem dep. co dac diem fullbox. co dac diem it dung. luu y can sua. hinh anh that. mo ta chi tiet. ngoai hinh dep. thong tin trung thuc,2.09,31,0.366,25,197,3,2,25407536,17.05056,180,60,4,6,1,0
airpods pro,san pham thuoc nhom tai nghe. ten san pham airpods pro. hinh anh that. thong tin trung thuc. nguon goc ro rang. ngoai hinh dep. ho tro kiem tra,3.35,100,0.087,11,143,1,1,40697273,17.52167,240,45,10,3,0,0
samsung s23 moi,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem moi. co hoa don. da su dung on dinh. co the giao dich truc tiep. chat luong tot. mo ta chi tiet,3.24,123,0.128,15,165,2,0,47219442,17.67032,120,90,7,3,0,1
seiko 5 zin,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem it dung. co dac diem fullbox. co dac diem zin. luu y vo. mo ta chi tiet. chat luong tot. ho tro kiem tra. thong tin trung thuc. co hoa don,1.44,79,0.15,11,201,4,2,42322801,17.56084,30,15,17,1,0,0
galaxy watch,san pham thuoc nhom dong ho. ten san pham galaxy watch. ngoai hinh dep. mo ta chi tiet. hinh anh that. da su dung on dinh. thong tin trung thuc,2.01,79,0.333,12,143,1,1,10157398,16.13371,30,45,22,4,0,0
samsung s23 dep,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem zin. co dac diem dep. luu y cu. ho tro kiem tra. chat luong tot. ngoai hinh dep,3.06,219,0.333,15,149,3,1,49245449,17.71233,30,15,13,5,1,0
macbook air m1 bao hanh,san pham thuoc nhom laptop. ten san pham macbook air m1. co dac diem bao hanh. luu y vo. hinh anh that. da su dung on dinh,2.98,160,0.361,23,122,1,1,32744994,17.30426,45,120,17,3,0,0
airpods pro cao cap,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem cao cap. thong tin trung thuc. ho tro kiem tra. nguon goc ro rang. co the giao dich truc tiep,2.16,175,0.092,19,161,1,1,41254830,17.53528,180,45,16,4,0,0
galaxy watch it dung test,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem it dung. co dac diem bao hanh. co dac diem cao cap. luu y test. luu y cu. chat luong tot. co the giao dich truc tiep. hinh anh that,2.25,48,0.09,25,199,4,2,6348022,15.66365,120,60,10,0,0,0
galaxy watch,san pham thuoc nhom dong ho. ten san pham galaxy watch. ho tro kiem tra. hinh anh that. mo ta chi tiet,2.1,210,0.41,12,102,0,0,28649492,17.17065,120,120,9,2,0,0
casio gshock like new,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem like new. co dac diem fullbox. mo ta chi tiet. co hoa don,1.71,144,0.046,21,125,2,0,35102154,17.37377,120,120,12,2,0,1
nikon d750 tot vo,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem tot. co dac diem cao cap. co dac diem zin. luu y vo. co the giao dich truc tiep. nguon goc ro rang. ngoai hinh dep,1.66,223,0.0,17,179,4,1,5270225,15.47758,30,30,16,6,1,1
casio gshock like new test,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem like new. luu y test. ho tro kiem tra. co hoa don. thong tin trung thuc. ngoai hinh dep. hinh anh that,4.53,215,0.096,26,170,2,2,11197876,16.23123,180,45,22,1,0,1
fujifilm xt30 fullbox,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem cao cap. co dac diem fullbox. luu y test. hinh anh that. ho tro kiem tra. chat luong tot,4.08,88,0.328,21,156,3,1,14396530,16.4825,120,90,6,3,0,1
iphone 14 pro chinh hang,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem chinh hang. co the giao dich truc tiep. ho tro kiem tra. co hoa don. chat luong tot,4.69,155,0.123,24,155,2,0,43484072,17.58791,60,120,15,3,0,1
galaxy buds zin,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem chinh hang. co dac diem zin. luu y gap. luu y mo ta so sai. ngoai hinh dep. co the giao dich truc tiep. hinh anh that. nguon goc ro rang. chat luong tot,3.45,182,0.069,15,220,4,2,49455288,17.71658,45,30,2,3,0,1
iphone 13 nguyen seal,san pham thuoc nhom dien thoai. ten san pham iphone 13. co dac diem nguyen seal. luu y loi. thong tin trung thuc. hinh anh that. ho tro kiem tra,4.35,217,0.405,21,144,1,2,47650918,17.67941,45,90,23,2,0,0
seiko 5 fullbox,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem fullbox. co dac diem like new. co dac diem dep. co the giao dich truc tiep. nguon goc ro rang. chat luong tot. hinh anh that,2.1,50,0.31,15,187,4,0,27514404,17.13022,45,120,23,6,1,1
samsung s23 nguyen seal,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem nguyen seal. thong tin trung thuc. chat luong tot,1.35,235,0.041,23,119,2,1,49009297,17.70752,30,30,10,4,0,0
iphone 14 pro nguyen seal,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem nguyen seal. co dac diem zin. co hoa don. mo ta chi tiet. nguon goc ro rang,2.24,97,0.318,25,147,2,0,11995648,16.30005,60,30,18,2,0,1
dell xps 13 it dung,san pham thuoc nhom laptop. ten san pham dell xps 13. co dac diem moi. co dac diem it dung. co dac diem zin. chat luong tot. ho tro kiem tra,3.31,89,0.348,19,140,4,0,35150803,17.37516,90,120,21,6,1,1
fujifilm xt30 it dung,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem it dung. co hoa don. mo ta chi tiet. ho tro kiem tra. chat luong tot,4.87,141,0.373,21,136,2,0,18098936,16.71136,30,90,6,2,0,1
airpods pro cao cap,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem cao cap. co dac diem bao hanh. co dac diem zin. thong tin trung thuc. ho tro kiem tra. ngoai hinh dep. co hoa don. mo ta chi tiet,3.63,230,0.015,19,197,4,1,47112660,17.66805,30,120,11,6,1,1
asus tuf bao hanh,san pham thuoc nhom laptop. ten san pham asus tuf. co dac diem fullbox. co dac diem bao hanh. nguon goc ro rang. chat luong tot. thong tin trung thuc. da su dung on dinh,1.09,207,0.277,17,169,3,1,39884127,17.50149,120,120,13,5,1,0
dell xps 13 cao cap,san pham thuoc nhom laptop. ten san pham dell xps 13. co dac diem zin. co dac diem cao cap. hinh anh that. mo ta chi tiet. co the giao dich truc tiep. ngoai hinh dep,2.7,68,0.429,19,165,3,0,26943885,17.10927,120,15,5,4,0,0
sony wh-1000xm5 bao hanh,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem bao hanh. co dac diem it dung. co dac diem nguyen seal. co hoa don. nguon goc ro rang,4.21,117,0.178,24,157,3,0,30959519,17.24819,30,120,4,1,0,1
galaxy buds,san pham thuoc nhom tai nghe. ten san pham galaxy buds. da su dung on dinh. co the giao dich truc tiep. mo ta chi tiet,1.62,142,0.381,11,118,0,0,25166016,17.04101,30,60,5,2,0,0
fujifilm xt30 cao cap,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem cao cap. co dac diem day du phu kien. luu y cu. da su dung on dinh. nguon goc ro rang,2.27,239,0.06,21,153,2,1,22002103,16.90665,60,120,23,6,1,1
apple watch tot,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem tot. thong tin trung thuc. nguon goc ro rang. mo ta chi tiet,2.48,87,0.226,15,127,1,1,156806,11.96277,120,90,12,0,0,0
asus tuf day du phu kien,san pham thuoc nhom laptop. ten san pham asus tuf. co dac diem day du phu kien. da su dung on dinh. nguon goc ro rang. thong tin trung thuc. co the giao dich truc tiep,2.14,99,0.304,24,167,1,1,32306013,17.29076,30,45,13,1,0,0
canon eos fullbox,san pham thuoc nhom camera. ten san pham canon eos. co dac diem cao cap. co dac diem fullbox. nguon goc ro rang. ho tro kiem tra,1.51,129,0.173,17,128,2,0,30563868,17.23533,30,60,20,5,1,0
samsung s23 fullbox,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem fullbox. luu y gap. ho tro kiem tra. ngoai hinh dep. thong tin trung thuc. hinh anh that. co the giao dich truc tiep,4.92,136,0.342,19,186,2,2,45329619,17.62947,30,30,0,2,0,1
nikon d750 it dung cu,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem it dung. luu y cu. co the giao dich truc tiep. chat luong tot,2.84,12,0.4,21,126,2,1,46112694,17.6466,60,45,13,2,0,0
oppo find x5 day du phu kien,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem day du phu kien. ho tro kiem tra. co hoa don. hinh anh that. ngoai hinh dep. chat luong tot,2.43,9,0.239,28,162,3,0,26639509,17.09791,45,30,2,4,0,0
asus tuf zin,san pham thuoc nhom laptop. ten san pham asus tuf. co dac diem zin. hinh anh that. co the giao dich truc tiep. ho tro kiem tra. nguon goc ro rang. thong tin trung thuc,1.59,250,0.326,12,167,1,1,6836230,15.73775,90,90,23,0,0,0
beats studio buds it dung,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem it dung. da su dung on dinh. co the giao dich truc tiep,4.17,146,0.117,25,129,1,0,20397502,16.83092,120,90,17,6,1,1
samsung s23 day du phu kien,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem day du phu kien. co dac diem moi. ngoai hinh dep. hinh anh that. da su dung on dinh. co the giao dich truc tiep,3.71,69,0.002,27,181,3,0,13950684,16.45104,30,60,21,1,0,1
casio gshock,san pham thuoc nhom dong ho. ten san pham casio gshock. mo ta chi tiet. co the giao dich truc tiep. co hoa don. ho tro kiem tra,3.85,211,0.207,12,127,0,0,28287046,17.15791,180,90,10,4,0,1
canon eos zin,san pham thuoc nhom camera. ten san pham canon eos. co dac diem zin. chat luong tot. mo ta chi tiet. nguon goc ro rang. ho tro kiem tra. ngoai hinh dep,2.02,8,0.297,13,151,3,0,38390185,17.46331,30,120,15,4,0,0
iphone 14 pro it dung,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem moi. co dac diem it dung. chat luong tot. hinh anh that. nguon goc ro rang. co hoa don. da su dung on dinh,1.67,90,0.254,21,178,3,0,27926551,17.14509,240,15,9,4,0,0
asus tuf fullbox,san pham thuoc nhom laptop. ten san pham asus tuf. co dac diem tot. co dac diem fullbox. co dac diem cao cap. mo ta chi tiet. co the giao dich truc tiep. co hoa don,1.71,40,0.345,16,164,3,0,49338823,17.71422,90,90,13,2,0,0
casio gshock fullbox,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem fullbox. mo ta chi tiet. da su dung on dinh. chat luong tot. ngoai hinh dep. thong tin trung thuc,2.15,236,0.202,20,165,3,1,11970321,16.29794,90,45,0,4,0,1
galaxy watch cao cap,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem tot. co dac diem cao cap. da su dung on dinh. mo ta chi tiet. hinh anh that. co hoa don. co the giao dich truc tiep,1.55,158,0.227,20,183,2,0,5452653,15.51161,120,90,23,3,0,1
sony wh-1000xm5 cao cap,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem cao cap. hinh anh that. da su dung on dinh. mo ta chi tiet. ngoai hinh dep,4.65,117,0.166,23,146,2,0,16110179,16.59496,45,60,22,1,0,1
airpods pro like new,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem zin. co dac diem it dung. co dac diem like new. mo ta chi tiet. nguon goc ro rang. chat luong tot. co hoa don. ho tro kiem tra,1.44,154,0.377,20,194,4,0,10738199,16.18932,45,60,23,0,0,0
xiaomi 13 day du phu kien,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem day du phu kien. co dac diem fullbox. co dac diem it dung. luu y mat phu kien. luu y test. chat luong tot. thong tin trung thuc,4.31,15,0.132,25,195,4,3,26785952,17.10339,240,120,1,2,0,0
fujifilm xt30 bao hanh,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem bao hanh. nguon goc ro rang. ho tro kiem tra,2.65,86,0.064,22,112,1,0,16362062,16.61048,240,60,6,2,0,0
xiaomi 13 moi,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem like new. co dac diem moi. co dac diem nguyen seal. ho tro kiem tra. chat luong tot. co hoa don. ngoai hinh dep. nguon goc ro rang,3.38,194,0.063,13,198,5,0,35066015,17.37274,60,15,7,2,0,1
galaxy buds zin,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem cao cap. co dac diem moi. co dac diem zin. co hoa don. nguon goc ro rang. ngoai hinh dep. co the giao dich truc tiep. thong tin trung thuc,2.17,98,0.116,15,206,4,1,15345320,16.54632,30,30,18,2,0,0
samsung s23 dep,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem dep. thong tin trung thuc. nguon goc ro rang. ho tro kiem tra. chat luong tot. co the giao dich truc tiep,3.35,128,0.141,15,175,2,1,25173047,17.04128,90,60,20,1,0,1
galaxy watch fullbox,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem cao cap. co dac diem fullbox. co hoa don. mo ta chi tiet. ngoai hinh dep,1.6,155,0.35,20,140,3,0,8075644,15.90436,180,30,11,3,0,0
oppo find x5 chinh hang can sua,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem nguyen seal. co dac diem cao cap. co dac diem chinh hang. luu y can sua. co hoa don. ngoai hinh dep,4.85,216,0.334,31,170,4,1,5381617,15.4985,240,15,14,4,0,1
dell xps 13 cao cap,san pham thuoc nhom laptop. ten san pham dell xps 13. co dac diem cao cap. co dac diem like new. nguon goc ro rang. hinh anh that. co hoa don. chat luong tot. thong tin trung thuc,1.37,48,0.33,19,179,3,1,4322749,15.2794,45,90,9,0,0,0
hp spectre fullbox,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem fullbox. co dac diem dep. co the giao dich truc tiep. mo ta chi tiet. chat luong tot. hinh anh that,2.77,121,0.089,18,164,3,0,36447756,17.41139,120,30,19,3,0,1
oppo find x5 it dung,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem it dung. luu y cu. hinh anh that. co hoa don. da su dung on dinh. ngoai hinh dep. nguon goc ro rang,2.97,45,0.148,20,170,2,1,32482348,17.29621,120,45,20,2,0,0
sony a6400 dep,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem dep. co the giao dich truc tiep. nguon goc ro rang. chat luong tot. hinh anh that. ngoai hinh dep,4.57,130,0.212,14,162,2,0,10997527,16.21318,45,15,13,5,1,1
casio gshock bao hanh,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem bao hanh. co dac diem like new. mo ta chi tiet. co hoa don. ngoai hinh dep,2.28,135,0.212,21,142,3,0,46002547,17.64421,60,90,6,4,0,1
sony wh-1000xm5 bao hanh,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem bao hanh. ho tro kiem tra. ngoai hinh dep. chat luong tot,3.61,201,0.188,24,129,3,0,48802461,17.70329,60,30,8,3,0,1
galaxy buds nguyen seal,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem nguyen seal. co hoa don. da su dung on dinh. ngoai hinh dep. chat luong tot. mo ta chi tiet,1.02,240,0.182,23,159,3,0,27483283,17.12909,60,120,4,3,0,1
iphone 14 pro moi khong bao hanh,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem moi. luu y khong bao hanh. ngoai hinh dep. thong tin trung thuc. mo ta chi tiet. da su dung on dinh,1.86,128,0.198,32,171,3,2,18435347,16.72978,30,15,7,1,0,0
seiko 5 zin,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem cao cap. co dac diem day du phu kien. co dac diem zin. luu y vo. luu y mat phu kien. co the giao dich truc tiep. hinh anh that,3.56,70,0.242,11,189,3,2,29452028,17.19827,60,15,15,1,0,0
samsung s23 tot mat phu kien,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem bao hanh. co dac diem it dung. co dac diem tot. luu y mat phu kien. mo ta chi tiet. ho tro kiem tra. co hoa don. chat luong tot. da su dung on dinh,4.27,176,0.01,28,217,3,1,4613664,15.34453,240,120,22,5,1,1
beats studio buds nguyen seal,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem nguyen seal. co dac diem zin. ho tro kiem tra. thong tin trung thuc. mo ta chi tiet. ngoai hinh dep. da su dung on dinh,2.04,154,0.336,29,193,3,1,1602785,14.28725,45,15,20,3,0,0
apple watch chinh hang,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem dep. co dac diem nguyen seal. co dac diem chinh hang. hinh anh that. ngoai hinh dep. ho tro kiem tra. da su dung on dinh. co hoa don,2.97,147,0.15,22,199,3,0,4553640,15.33144,180,15,18,0,0,1
oppo find x5 fullbox,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem fullbox. co the giao dich truc tiep. da su dung on dinh. co hoa don,2.86,227,0.396,20,138,1,0,49639195,17.72029,45,120,10,0,0,0
nikon d750 day du phu kien,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem it dung. co dac diem day du phu kien. luu y hong. thong tin trung thuc. da su dung on dinh,1.08,57,0.145,26,155,2,1,10149543,16.13294,60,30,18,5,1,0
fujifilm xt30 tot,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem tot. co dac diem nguyen seal. nguon goc ro rang. mo ta chi tiet. co hoa don,1.73,6,0.24,17,143,2,0,2697618,14.80788,240,30,17,2,0,0
galaxy buds moi,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem like new. co dac diem moi. co dac diem bao hanh. mo ta chi tiet. thong tin trung thuc. ho tro kiem tra. hinh anh that,1.55,230,0.425,15,185,3,1,8311778,15.93318,240,60,0,3,0,0
asus tuf,san pham thuoc nhom laptop. ten san pham asus tuf. mo ta chi tiet. da su dung on dinh. co the giao dich truc tiep,1.37,44,0.228,8,113,0,0,38859293,17.47546,180,90,3,1,0,0
xiaomi 13 nguyen seal,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem nguyen seal. co dac diem day du phu kien. co the giao dich truc tiep. ngoai hinh dep. ho tro kiem tra,2.91,130,0.05,21,169,3,0,30715647,17.24028,30,15,12,6,1,1
samsung s23 fullbox,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem fullbox. mo ta chi tiet. co the giao dich truc tiep. da su dung on dinh. thong tin trung thuc,1.06,246,0.124,19,163,1,1,43493568,17.58812,60,15,4,6,1,0
canon eos it dung,san pham thuoc nhom camera. ten san pham canon eos. co dac diem it dung. hinh anh that. mo ta chi tiet,4.47,169,0.132,17,102,1,0,41493416,17.54105,90,30,13,1,0,1
sony a6400 bao hanh loi,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem bao hanh. co dac diem nguyen seal. luu y loi. da su dung on dinh. ho tro kiem tra. co hoa don. chat luong tot,2.28,200,0.012,23,174,3,1,1962393,14.48968,90,15,23,6,1,1
apple watch it dung xuoc,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem it dung. co dac diem dep. luu y xuoc. co the giao dich truc tiep. da su dung on dinh. thong tin trung thuc,1.45,121,0.209,24,173,2,2,27905335,17.14433,240,90,14,1,0,0
samsung s23 bao hanh,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem moi. co dac diem bao hanh. luu y khong bao hanh. chat luong tot. thong tin trung thuc,3.99,218,0.257,20,155,3,2,8494508,15.95493,45,90,4,6,1,1
